ID,score
619,4.38
620,7.5
621,5.82
622,4.58
623,9.136666666666667
624,5.55
625,7.335000000000001
626,5.41
627,5.15
628,9.22
629,4.7
630,3.08
631,3.45
632,7.584999999999999
633,5.06
634,9.215
635,5.69
636,3.72
637,5.43
638,5.82
639,3.72
640,7.75
641,9.059166666666666
642,4.08
643,7.55
644,7.675
645,4.7
646,5.05
647,4.96
648,4.89
649,7.615
650,7.625
651,5.87
652,3.79
653,4.59
654,4.26
655,5.39
656,3.46
657,3.76
658,4.43
659,5.26
660,4.54
661,9.14
662,3.16
663,7.505000000000001
664,5.91
665,5.13
666,9.03
667,4.91
668,4.92
669,7.7250000000000005
670,9.05
671,2.01
672,5.14
673,5.55
674,3.97
675,5.71
676,4.97
677,7.8
678,5.62
679,4.11
680,5.94
681,3.89
682,9.17
683,4.83
684,1.84
685,5.72
686,9.055
687,5.63
688,4.44
689,7.765000000000001
690,5.1
691,4.87
692,5.39
693,9.135
694,5.12
695,5.54
696,7.625
697,4.13
698,5.96
699,5.63
700,3.65
701,5.06
702,5.29
703,5.92
704,9.06
705,5.79
706,9.06
707,2.92
708,7.64
709,7.573333333333332
710,5.49
711,4.34
712,4.13
713,4.59
714,5.2
715,4.28
716,7.525
717,4.64
718,5.24
719,9.01
720,5.01
721,5.38
722,3.01
723,9.13
724,5.65
725,7.395
726,3.07
727,7.5825
728,9.445
729,4.75
730,4.98
731,5.48
732,5.33
733,5.34
734,9.245
735,2.78
736,5.97
737,3.13
738,5.43
739,7.470000000000001
740,4.61
741,7.655
742,7.498333333333333
743,5.55
744,5.3
745,5.45
746,5.42
747,9.745
748,7.470000000000001
749,5.19
750,5.07
751,7.47
752,4.35
753,4.62
754,3.97
755,4.01
756,9.175
757,7.51
758,3.95
759,5.01
760,3.96
761,5.97
762,3.49
763,4.51
764,5.53
765,5.23
766,5.89
767,5.56
768,4.25
769,7.638999999999999
770,5.15
771,4.34
772,5.25
773,7.59
774,4.79
775,9.117857142857142
776,7.530833333333334
777,5.53
778,5.95
779,9.56
780,9.39
781,4.71
782,5.89
783,5.12
784,5.71
785,5.84
786,5.77
787,7.550000000000001
788,4.75
789,5.71
790,5.17
791,7.7250000000000005
792,7.5649999999999995
793,5.54
794,5.94
795,7.635
796,5.94
797,9.04
798,7.640000000000001
799,4.8
800,5.56
801,5.42
802,3.79
803,3.85
804,4.67
805,5.71
806,7.494999999999999
807,4.96
808,7.48
809,5.05
810,5.94
811,3.9
812,5.72
813,7.465
814,9.12
815,5.71
816,7.5425
817,5.4
818,4.4
819,4.57
820,7.67
821,5.2
822,9.345
823,5.41
824,5.7
825,5.89
826,3.76
827,3.61
828,6.0
829,5.82
830,4.96
831,5.96
832,5.37
833,5.2
834,5.1
835,4.08
836,5.37
837,4.67
838,5.99
839,5.49
840,4.68
841,5.78
842,4.38
843,5.75
844,5.3
845,9.14
846,5.45
847,5.41
848,5.5
849,5.98
850,4.81
851,7.790000000000001
852,9.1875
853,5.11
854,5.79
855,5.91
856,9.266666666666666
857,4.65
858,7.785
859,5.66
860,9.05
861,3.62
862,3.4
863,5.56
864,5.48
865,9.185
866,4.87
867,4.76
868,3.48
869,5.77
870,5.43
871,4.81
872,4.72
873,4.93
874,4.04
875,5.4
876,4.4
877,9.02
878,1.97
879,4.11
880,5.34
881,4.86
882,3.88
883,5.42
884,3.23
885,5.97
886,5.39
887,3.62
888,4.18
889,5.83
890,4.15
891,7.574999999999999
892,5.55
893,9.1125
894,7.775
895,5.32
896,4.97
897,5.57
898,7.609999999999999
899,5.73
900,5.76
901,3.75
902,3.4
903,4.95
904,3.62
905,5.68
906,4.35
907,2.82
908,3.89
909,4.91
910,5.66
911,7.51
912,7.535
913,4.33
914,9.046666666666667
915,5.79
916,5.21
917,5.64
918,4.92
919,5.44
920,4.78
921,5.68
922,3.88
923,4.68
924,5.48
925,5.86
926,9.2
927,5.36
928,9.43
929,4.96
930,9.06
931,5.01
932,9.3
933,4.87
934,7.762499999999999
935,4.37
936,4.68
937,5.56
938,2.54
939,9.5525
940,9.053333333333335
941,7.66
942,9.095
943,5.37
944,9.365
945,5.53
946,7.647
947,5.21
948,3.19
949,3.67
950,3.35
951,7.3549999999999995
952,4.81
953,4.98
954,5.78
955,5.39
956,7.56
957,5.14
958,5.34
959,5.35
960,4.25
961,5.21
962,9.12
963,9.03
964,3.48
965,5.08
966,5.19
967,9.556666666666667
968,5.8
969,4.73
970,3.94
971,5.37
972,5.69
973,5.57
974,9.03
975,5.89
976,5.14
977,9.1775
978,5.39
979,5.19
980,3.83
981,5.81
982,5.28
983,5.86
984,4.8
985,4.46
986,7.460000000000001
987,5.11
988,4.84
989,3.43
990,5.72
991,5.99
992,7.6850000000000005
993,3.31
994,3.22
995,4.36
996,5.94
997,5.24
998,3.61
999,4.73
1000,5.65
1001,9.01
1002,3.92
1003,5.21
1004,5.74
1005,5.14
1006,5.91
1007,4.11
1008,1.96
1009,5.63
1010,5.79
1011,5.49
1012,5.79
1013,4.24
1014,4.45
1015,3.38
1016,9.12
1017,5.51
1018,4.59
1019,5.38
1020,4.65
1021,4.22
1022,5.91
1023,5.36
1024,4.94
1025,7.659
1026,5.49
1027,4.04
1028,7.528333333333333
1029,5.26
1030,9.02
1031,3.78
1032,4.93
1033,7.800000000000001
1034,5.23
1035,5.61
1036,7.6850000000000005
1037,2.04
1038,5.85
1039,3.53
1040,5.24
1041,4.64
1042,3.23
1043,7.665000000000001
1044,5.03
1045,9.1
1046,5.77
1047,3.42
1048,3.59
1049,5.58
1050,4.89
1051,5.76
1052,7.61
1053,7.775
1054,7.575000000000001
1055,4.57
1056,5.93
1057,4.81
1058,2.85
1059,9.395
1060,5.34
1061,4.09
1062,5.51
1063,5.45
1064,3.44
1065,4.39
1066,7.485
1067,5.96
1068,3.56
1069,4.46
1070,4.82
1071,7.524166666666666
1072,5.84
1073,5.41
1074,5.56
1075,5.85
1076,9.023333333333333
1077,5.07
1078,7.685
1079,3.72
1080,7.630000000000001
1081,9.1
1082,7.49375
1083,5.18
1084,5.92
1085,5.17
1086,7.528333333333332
1087,3.49
1088,5.16
1089,4.18
1090,5.34
1091,7.655
1092,5.9
1093,3.92
1094,9.133333333333333
1095,4.04
1096,3.69
1097,7.7475
1098,9.49
1099,5.19
1100,4.98
1101,7.67
1102,4.73
1103,7.380000000000001
1104,3.7
1105,9.1575
1106,2.65
1107,5.99
1108,4.02
1109,7.630000000000001
1110,5.32
1111,4.41
1112,5.14
1113,4.07
1114,4.94
1115,5.1
1116,3.61
1117,5.73
1118,4.23
1119,5.54
1120,5.86
1121,5.73
1122,5.25
1123,3.39
1124,5.83
1125,5.43
1126,7.630000000000001
1127,5.67
1128,5.46
1129,4.67
1130,5.86
1131,5.49
1132,5.04
1133,4.82
1134,5.26
1135,4.9
1136,3.22
1137,5.81
1138,9.28
1139,3.06
1140,4.84
1141,9.01
1142,3.3
1143,4.2
1144,7.630000000000001
1145,5.42
1146,7.42
1147,9.085
1148,9.18
1149,5.37
1150,7.58
1151,7.66
1152,5.26
1153,5.78
1154,5.62
1155,3.51
1156,9.1
1157,2.16
1158,7.72
1159,3.02
1160,5.26
1161,9.103666666666667
1162,9.2875
1163,9.185
1164,5.96
1165,2.19
1166,7.535
1167,5.38
1168,5.91
1169,5.75
1170,5.89
1171,6.0
1172,9.05
1173,4.46
1174,9.42
1175,4.65
1176,5.59
1177,3.49
1178,5.68
1179,5.5
1180,4.51
1181,5.89
1182,7.47
1183,5.87
1184,3.99
1185,5.53
1186,4.37
1187,5.07
1188,5.9
1189,4.42
1190,4.26
1191,3.53
1192,4.76
1193,5.41
1194,5.43
1195,3.53
1196,5.27
1197,5.76
1198,4.76
1199,5.28
1200,3.65
1201,5.08
1202,5.27
1203,7.6850000000000005
1204,5.2
1205,3.7
1206,4.7
1207,7.4825
1208,5.91
1209,5.03
1210,5.99
1211,3.73
1212,5.58
1213,5.96
1214,4.7
1215,5.06
1216,5.91
1217,7.495
1218,4.13
1219,7.41
1220,4.86
1221,3.87
1222,5.81
1223,1.9
1224,5.35
1225,4.0
1226,5.18
1227,4.86
1228,5.71
1229,3.39
1230,2.36
1231,5.81
1232,5.49
1233,9.226666666666667
1234,5.99
1235,9.066
1236,5.6
1237,5.11
1238,5.44
1239,7.55
1240,3.96
1241,5.34
1242,5.43
1243,3.71
1244,7.565
1245,4.06
1246,5.47
1247,7.63125
1248,4.9
1249,5.25
1250,6.925
1251,5.98
1252,5.13
1253,3.83
1254,4.92
1255,5.85
1256,5.52
1257,9.03
1258,5.19
1259,3.69
1260,5.15
1261,7.725
1262,7.5649999999999995
1263,7.5600000000000005
1264,4.65
1265,4.78
1266,2.99
1267,4.6
1268,3.17
1269,5.54
1270,4.81
1271,9.41
1272,3.53
1273,9.12
1274,5.5
1275,5.85
1276,9.16
1277,5.36
1278,7.59
1279,3.56
1280,5.11
1281,5.69
1282,4.9
1283,5.52
1284,4.96
1285,5.12
1286,4.38
1287,4.56
1288,7.595666666666666
1289,5.78
1290,5.65
1291,7.540000000000001
1292,7.644
1293,5.02
1294,5.01
1295,5.68
1296,4.87
1297,9.29
1298,5.56
1299,5.45
1300,4.51
1301,4.69
1302,5.84
1303,5.13
1304,3.67
1305,9.07
1306,4.74
1307,7.7475
1308,7.5249999999999995
1309,5.41
1310,5.54
1311,7.625
1312,5.53
1313,4.46
1314,4.73
1315,4.97
1316,4.91
1317,3.47
1318,3.89
1319,4.88
1320,5.58
1321,4.87
1322,5.78
1323,7.484999999999999
1324,2.64
1325,3.37
1326,3.45
1327,5.32
1328,4.68
1329,7.665
1330,5.47
1331,9.505
1332,3.22
1333,5.43
1334,5.64
1335,1.91
1336,5.22
1337,5.86
1338,5.51
1339,9.015
1340,7.59
1341,5.25
1342,3.83
1343,4.71
1344,4.57
1345,4.37
1346,5.19
1347,5.97
1348,9.21
1349,3.79
1350,9.05
1351,4.89
1352,4.22
1353,7.83
1354,9.1475
1355,5.39
1356,4.23
1357,9.35
1358,3.25
1359,3.95
1360,5.51
1361,5.85
1362,9.02
1363,4.28
1364,5.3
1365,3.37
1366,5.77
1367,9.43
1368,4.47
1369,5.17
1370,4.21
1371,3.33
1372,9.1
1373,4.22
1374,7.6675
1375,5.38
1376,7.620000000000001
1377,7.72
1378,5.09
1379,5.19
1380,4.36
1381,4.03
1382,9.035
1383,7.574999999999999
1384,5.53
1385,7.585000000000001
1386,5.38
1387,4.84
1388,5.74
1389,4.77
1390,5.81
1391,3.86
1392,7.5
1393,5.26
1394,5.03
1395,4.8
1396,4.19
1397,5.28
1398,4.96
1399,4.83
1400,9.203333333333333
1401,4.07
1402,5.58
1403,2.39
1404,7.477500000000001
1405,9.183333333333334
1406,4.65
1407,5.66
1408,2.68
1409,7.6274999999999995
1410,9.23
1411,3.63
1412,7.465
1413,9.16
1414,4.77
1415,4.61
1416,5.79
1417,5.8
1418,4.98
1419,9.43
1420,7.52
1421,5.94
1422,5.3
1423,7.550000000000001
1424,5.41
1425,9.176
1426,5.85
1427,5.75
1428,5.39
1429,5.3
1430,5.64
1431,4.91
1432,5.24
1433,5.68
1434,5.54
1435,9.32
1436,5.17
1437,5.33
1438,9.15
1439,4.15
1440,6.0
1441,3.54
1442,6.0
1443,5.78
1444,7.545
1445,5.52
1446,5.98
1447,4.97
1448,5.58
1449,5.93
1450,4.67
1451,7.45
1452,3.58
1453,5.33
1454,9.21
1455,4.5
1456,9.055833333333332
1457,4.93
1458,9.095
1459,4.04
1460,5.84
1461,9.11
1462,7.57
1463,3.35
1464,9.19
1465,4.67
1466,7.6075
1467,3.75
1468,7.489166666666667
1469,5.96
1470,5.57
1471,4.11
1472,3.62
1473,5.93
1474,9.396
1475,4.9
1476,4.87
1477,9.17
1478,4.83
1479,3.34
1480,9.58
1481,5.94
1482,7.5649999999999995
1483,4.99
1484,4.66
1485,5.21
1486,3.09
1487,7.4265
1488,2.7
1489,4.66
1490,5.98
1491,5.44
1492,5.5
1493,5.35
1494,5.49
1495,5.86
1496,7.5600000000000005
1497,9.01
1498,7.6499999999999995
1499,5.73
1500,5.78
1501,9.27
1502,5.64
1503,7.4525
1504,9.223333333333334
1505,5.09
1506,9.01
1507,5.39
1508,5.8
1509,5.74
1510,5.87
1511,7.725
1512,5.86
1513,7.585000000000001
1514,4.68
1515,4.97
1516,5.95
1517,2.83
1518,4.57
1519,4.0
1520,3.74
1521,3.93
1522,9.6375
1523,5.36
1524,4.86
1525,3.27
1526,4.88
1527,4.78
1528,5.0
1529,9.39
1530,4.29
1531,5.98
1532,3.98
1533,5.62
1534,4.71
1535,5.6
1536,3.61
1537,4.02
1538,4.99
1539,3.33
1540,4.59
1541,4.67
1542,4.66
1543,5.23
1544,7.709999999999999
1545,5.19
1546,5.73
1547,3.73
1548,4.43
1549,4.18
1550,4.96
1551,5.15
1552,4.49
1553,9.33
1554,4.49
1555,5.02
1556,5.67
1557,9.155
1558,5.37
1559,2.61
1560,5.12
1561,5.11
1562,3.62
1563,5.0
1564,4.49
1565,5.91
1566,4.33
1567,5.51
1568,4.6
1569,5.64
1570,4.28
1571,3.22
1572,5.98
1573,2.77
1574,5.26
1575,5.82
1576,9.03
1577,9.07
1578,4.11
1579,5.76
1580,4.39
1581,5.88
1582,5.45
1583,5.75
1584,3.86
1585,5.44
1586,7.73
1587,9.0
1588,7.57
1589,5.94
1590,7.605
1591,5.57
1592,7.585
1593,5.56
1594,7.36
1595,4.63
1596,5.67
1597,4.79
1598,5.56
1599,4.57
1600,5.61
1601,7.5
1602,9.28
1603,9.03
1604,7.685
1605,4.09
1606,3.94
1607,4.78
1608,7.465
1609,5.93
1610,5.05
1611,5.41
1612,5.37
1613,2.03
1614,4.67
1615,4.87
1616,9.2
1617,5.3
1618,1.25
1619,5.52
1620,5.73
1621,4.96
1622,7.36
1623,3.52
1624,5.63
1625,3.24
1626,4.12
1627,9.11
1628,5.14
1629,5.89
1630,4.94
1631,4.07
1632,3.85
1633,4.69
1634,5.94
1635,4.87
1636,5.1
1637,4.38
1638,5.63
1639,4.92
1640,5.12
1641,7.4925
1642,7.615
1643,5.98
1644,5.44
1645,7.62
1646,5.99
1647,3.69
1648,9.06
1649,9.526666666666666
1650,5.7
1651,3.36
1652,4.4
1653,5.97
1654,9.075
1655,7.7125
1656,5.16
1657,6.0
1658,3.73
1659,4.28
1660,3.74
1661,5.79
1662,4.89
1663,7.46
1664,5.86
1665,3.38
1666,5.76
1667,5.43
1668,7.6530000000000005
1669,5.83
1670,9.01
1671,4.79
1672,9.061428571428571
1673,5.8
1674,3.5
1675,5.74
1676,5.25
1677,9.28
1678,4.53
1679,4.56
1680,2.66
1681,3.56
1682,9.1425
1683,5.35
1684,3.66
1685,9.17
1686,9.01
1687,7.35
1688,5.52
1689,9.12
1690,4.99
1691,9.25
1692,4.33
1693,2.42
1694,7.619999999999999
1695,4.16
1696,3.31
1697,9.1475
1698,9.605
1699,5.95
1700,9.02
1701,5.57
1702,4.87
1703,5.31
1704,9.11
1705,3.9
1706,3.92
1707,5.79
1708,5.85
1709,5.25
1710,4.9
1711,5.73
1712,5.59
1713,5.79
1714,5.31
1715,4.98
1716,4.16
1717,3.92
1718,6.0
1719,4.97
1720,4.43
1721,2.9
1722,4.91
1723,5.87
1724,5.69
1725,5.62
1726,5.79
1727,4.91
1728,7.5725
1729,9.0
1730,4.65
1731,5.33
1732,3.31
1733,5.69
1734,3.63
1735,5.37
1736,5.82
1737,5.78
1738,5.62
1739,9.0
1740,2.6
1741,5.71
1742,5.8
1743,9.195
1744,7.458333333333332
1745,4.81
1746,4.85
1747,5.61
1748,3.14
1749,9.313333333333334
1750,5.49
1751,1.86
1752,5.17
1753,5.66
1754,3.59
1755,5.19
1756,7.522499999999999
1757,5.77
1758,4.98
1759,5.42
1760,4.8
1761,4.82
1762,5.87
1763,4.27
1764,5.54
1765,9.05
1766,6.0
1767,2.41
1768,5.16
1769,4.97
1770,3.13
1771,5.28
1772,4.8
1773,5.35
1774,3.04
1775,5.87
1776,9.21
1777,7.5525
1778,4.01
1779,5.75
1780,9.231666666666666
1781,4.77
1782,2.04
1783,9.188333333333334
1784,3.18
1785,3.34
1786,5.78
1787,5.76
1788,5.26
1789,3.88
1790,9.124
1791,5.43
1792,4.75
1793,7.5175
1794,9.11
1795,3.4
1796,5.76
1797,4.98
1798,5.94
1799,7.631666666666666
1800,9.03
1801,7.495000000000001
1802,5.3
1803,5.85
1804,4.77
1805,5.72
1806,5.29
1807,5.12
1808,2.51
1809,4.72
1810,5.77
1811,9.263333333333334
1812,5.7
1813,5.36
1814,3.76
1815,3.29
1816,4.51
1817,5.99
1818,5.81
1819,5.45
1820,4.95
1821,5.45
1822,9.16
1823,3.6
1824,4.16
1825,9.44
1826,5.37
1827,5.79
1828,4.12
1829,9.075
1830,5.14
1831,9.356666666666667
1832,5.78
1833,2.32
1834,3.88
1835,4.11
1836,7.795
1837,5.84
1838,4.04
1839,5.56
1840,7.3149999999999995
1841,3.18
1842,4.78
1843,3.64
1844,4.7
1845,4.56
1846,7.455
1847,5.6
1848,3.71
1849,2.92
1850,5.4
1851,4.69
1852,5.23
1853,3.36
1854,2.05
1855,3.14
1856,3.75
1857,5.99
1858,4.28
1859,3.61
1860,5.58
1861,4.69
1862,4.9
1863,4.94
1864,3.75
1865,4.29
1866,4.94
1867,5.71
1868,5.32
1869,9.28
1870,7.54
1871,3.82
1872,3.52
1873,5.48
1874,7.65
1875,4.86
1876,2.61
1877,5.8
1878,7.4925
1879,5.15
1880,9.02
1881,5.72
1882,5.55
1883,5.55
1884,9.05
1885,4.06
1886,5.39
1887,9.01
1888,5.17
1889,2.68
1890,4.74
1891,5.82
1892,5.86
1893,9.185
1894,5.1
1895,5.36
1896,7.595
1897,5.99
1898,5.28
1899,3.12
1900,3.73
1901,5.63
1902,9.16
1903,5.47
1904,5.51
1905,5.38
1906,4.92
1907,3.99
1908,3.59
1909,5.56
1910,3.26
1911,5.96
1912,7.5649999999999995
1913,5.24
1914,4.11
1915,7.67
1916,9.4025
1917,5.13
1918,5.24
1919,3.63
1920,3.42
1921,3.3
1922,4.75
1923,4.1
1924,4.86
1925,2.11
1926,5.73
1927,9.24
1928,4.69
1929,9.27
1930,5.98
1931,9.2
1932,1.9
1933,5.51
1934,5.08
1935,4.81
1936,5.6
1937,5.68
1938,5.37
1939,5.82
1940,5.04
1941,5.27
1942,4.86
1943,7.494999999999999
1944,4.84
1945,7.595000000000001
1946,5.83
1947,5.88
1948,5.06
1949,9.26
1950,4.54
1951,2.2
1952,7.473333333333333
1953,5.04
1954,5.85
1955,5.23
1956,9.382857142857143
1957,5.22
1958,4.74
1959,3.6
1960,5.94
1961,7.515
1962,2.81
1963,5.64
1964,4.96
1965,4.78
1966,5.0
1967,5.59
1968,4.84
1969,5.71
1970,5.78
1971,4.93
1972,7.555
1973,4.99
1974,4.82
1975,7.61
1976,5.6
1977,3.32
1978,7.630000000000001
1979,4.52
1980,5.32
1981,4.63
1982,9.063333333333333
1983,5.11
1984,4.38
1985,9.22
1986,4.97
1987,5.28
1988,5.4
1989,9.204
1990,3.18
1991,5.73
1992,5.29
1993,4.6
1994,3.98
1995,3.83
1996,9.07
1997,5.94
1998,9.11
1999,5.3
2000,5.32
2001,9.015
2002,5.16
2003,4.8
2004,4.89
2005,5.42
2006,4.13
2007,5.61
2008,3.55
2009,3.3
2010,7.605
2011,5.38
2012,5.67
2013,5.79
2014,3.88
2015,5.14
2016,4.97
2017,3.37
2018,9.065
2019,4.83
2020,9.025
2021,5.48
2022,4.09
2023,7.5075
2024,5.73
2025,7.448333333333334
2026,2.16
2027,5.71
2028,9.191666666666668
2029,4.73
2030,3.59
2031,4.78
2032,4.53
2033,9.04
2034,5.48
2035,7.680000000000001
2036,5.18
2037,7.611666666666667
2038,7.825
2039,4.74
2040,5.11
2041,9.42
2042,5.69
2043,3.95
2044,3.36
2045,7.595000000000001
2046,7.545
2047,4.05
2048,4.77
2049,5.99
2050,5.75
2051,7.75
