ID,score
252,5
253,5
254,4
255,8
256,3
257,5
258,5
259,5
260,3
261,8
262,6
263,8
264,9
265,6
266,3
267,5
268,2
269,4
270,8
271,7
272,6
273,9
274,5
275,5
276,8
277,6
278,5
279,8
280,5
281,6
282,6
283,6
284,6
285,4
286,8
287,5
288,9
289,5
290,8
291,7
292,6
293,6
294,9
295,6
296,4
297,8
298,6
299,9
300,5
301,5
302,3
303,4
304,6
305,4
306,5
307,6
308,6
309,5
310,4
311,5
312,5
313,6
314,9
315,6
316,6
317,6
318,5
319,6
320,9
321,9
322,6
323,6
324,3
325,9
326,9
327,9
328,8
329,9
330,3
331,6
332,5
333,6
334,8
335,5
336,5
337,6
338,4
339,4
340,4
341,6
342,3
343,9
344,4
345,5
346,2
347,5
348,6
349,5
350,4
351,4
352,7
353,5
354,5
355,5
356,6
357,7
358,8
359,5
360,4
361,4
362,6
363,6
364,5
365,4
366,4
367,5
368,3
369,6
370,4
371,8
372,6
373,5
374,6
375,3
376,7
377,5
378,5
379,4
380,9
381,6
382,4
383,4
384,5
385,8
386,9
387,4
388,4
389,5
390,2
391,3
392,5
393,9
394,5
395,6
396,8
397,9
398,6
399,3
400,6
401,5
402,9
403,9
404,9
405,7
406,5
407,5
408,4
409,9
410,9
411,4
412,4
413,5
414,5
415,4
416,9
417,4
418,6
419,5
420,4
421,8
422,5
423,6
424,5
425,5
426,3
427,6
428,6
429,5
430,6
431,6
432,6
433,7
434,8
435,8
436,6
437,5
438,4
439,5
440,5
441,8
442,5
443,5
444,5
445,3
446,4
447,8
448,6
449,5
450,3
451,6
452,5
453,2
454,8
455,6
456,8
457,5
458,4
459,5
460,7
461,6
462,6
463,9
464,9
465,5
466,3
467,5
468,8
469,5
470,5
471,4
472,5
473,3
474,9
475,4
476,5
477,9
478,6
479,5
480,6
481,9
482,5
483,7
484,6
485,5
486,6
487,3
488,9
489,5
490,9
491,7
492,8
493,6
494,5
495,6
496,3
497,2
498,5
499,4
500,5
501,5
502,6
503,8
504,7
505,6
506,5
507,9
508,6
509,5
510,6
511,6
512,9
513,5
514,5
515,6
516,8
517,6
518,5
519,6
520,4
521,4
522,3
523,7
524,4
525,6
526,6
527,5
528,5
529,6
530,9
531,4
532,6
533,5
534,6
535,8
536,4
537,4
538,5
539,5
540,5
541,7
542,5
543,6
544,5
545,9
546,5
547,4
548,9
549,8
550,6
551,9
552,4
553,4
554,3
555,5
556,3
557,5
558,6
559,4
560,8
561,4
562,2
563,6
564,5
565,2
566,4
567,5
568,8
569,8
570,4
571,6
572,4
573,6
574,6
575,4
576,6
577,6
578,8
579,3
580,8
581,6
582,3
583,6
584,9
585,4
586,6
587,8
588,7
589,8
590,9
591,5
592,3
593,5
594,6
595,4
596,3
597,5
598,4
599,6
600,4
601,3
602,4
603,6
604,3
605,3
606,6
607,8
608,9
609,6
610,5
611,9
612,6
613,4
614,8
615,8
616,6
617,2
618,3
619,4
620,8
621,6
622,5
623,9
624,6
625,7
626,5
627,5
628,9
629,5
630,3
631,3
632,8
633,5
634,9
635,6
636,4
637,5
638,6
639,4
640,8
641,9
642,4
643,8
644,8
645,5
646,5
647,5
648,5
649,8
650,8
651,6
652,4
653,5
654,4
655,5
656,3
657,4
658,4
659,5
660,5
661,9
662,3
663,8
664,6
665,5
666,9
667,5
668,5
669,8
670,9
671,2
672,5
673,6
674,4
675,6
676,5
677,8
678,6
679,4
680,6
681,4
682,9
683,5
684,2
685,6
686,9
687,6
688,4
689,8
690,5
691,5
692,5
693,9
694,5
695,6
696,8
697,4
698,6
699,6
700,4
701,5
702,5
703,6
704,9
705,6
706,9
707,3
708,8
709,8
710,5
711,4
712,4
713,5
714,5
715,4
716,8
717,5
718,5
719,9
720,5
721,5
722,3
723,9
724,6
725,7
726,3
727,8
728,9
729,5
730,5
731,5
732,5
733,5
734,9
735,3
736,6
737,3
738,5
739,7
740,5
741,8
742,7
743,6
744,5
745,5
746,5
747,10
748,7
749,5
750,5
751,7
752,4
753,5
754,4
755,4
756,9
757,8
758,4
759,5
760,4
761,6
762,3
763,5
764,6
765,5
766,6
767,6
768,4
769,8
770,5
771,4
772,5
773,8
774,5
775,9
776,8
777,6
778,6
779,10
780,9
781,5
782,6
783,5
784,6
785,6
786,6
787,8
788,5
789,6
790,5
791,8
792,8
793,6
794,6
795,8
796,6
797,9
798,8
799,5
800,6
801,5
802,4
803,4
804,5
805,6
806,7
807,5
808,7
809,5
810,6
811,4
812,6
813,7
814,9
815,6
816,8
817,5
818,4
819,5
820,8
821,5
822,9
823,5
824,6
825,6
826,4
827,4
828,6
829,6
830,5
831,6
832,5
833,5
834,5
835,4
836,5
837,5
838,6
839,5
840,5
841,6
842,4
843,6
844,5
845,9
846,5
847,5
848,6
849,6
850,5
851,8
852,9
853,5
854,6
855,6
856,9
857,5
858,8
859,6
860,9
861,4
862,3
863,6
864,5
865,9
866,5
867,5
868,3
869,6
870,5
871,5
872,5
873,5
874,4
875,5
876,4
877,9
878,2
879,4
880,5
881,5
882,4
883,5
884,3
885,6
886,5
887,4
888,4
889,6
890,4
891,8
892,6
893,9
894,8
895,5
896,5
897,6
898,8
899,6
900,6
901,4
902,3
903,5
904,4
905,6
906,4
907,3
908,4
909,5
910,6
911,8
912,8
913,4
914,9
915,6
916,5
917,6
918,5
919,5
920,5
921,6
922,4
923,5
924,5
925,6
926,9
927,5
928,9
929,5
930,9
931,5
932,9
933,5
934,8
935,4
936,5
937,6
938,3
939,10
940,9
941,8
942,9
943,5
944,9
945,6
946,8
947,5
948,3
949,4
950,3
951,7
952,5
953,5
954,6
955,5
956,8
957,5
958,5
959,5
960,4
961,5
962,9
963,9
964,3
965,5
966,5
967,10
968,6
969,5
970,4
971,5
972,6
973,6
974,9
975,6
976,5
977,9
978,5
979,5
980,4
981,6
982,5
983,6
984,5
985,4
986,7
987,5
988,5
989,3
990,6
991,6
992,8
993,3
994,3
995,4
996,6
997,5
998,4
999,5
1000,6
1001,9
1002,4
1003,5
1004,6
1005,5
1006,6
1007,4
1008,2
1009,6
1010,6
1011,5
1012,6
1013,4
1014,4
1015,3
1016,9
1017,6
1018,5
1019,5
1020,5
1021,4
1022,6
1023,5
1024,5
1025,8
1026,5
1027,4
1028,8
1029,5
1030,9
1031,4
1032,5
1033,8
1034,5
1035,6
1036,8
1037,2
1038,6
1039,4
1040,5
1041,5
1042,3
1043,8
1044,5
1045,9
1046,6
1047,3
1048,4
1049,6
1050,5
1051,6
1052,8
1053,8
1054,8
1055,5
1056,6
1057,5
1058,3
1059,9
1060,5
1061,4
1062,6
1063,5
1064,3
1065,4
1066,7
1067,6
1068,4
1069,4
1070,5
1071,8
1072,6
1073,5
1074,6
1075,6
1076,9
1077,5
1078,8
1079,4
1080,8
1081,9
1082,7
1083,5
1084,6
1085,5
1086,8
1087,3
1088,5
1089,4
1090,5
1091,8
1092,6
1093,4
1094,9
1095,4
1096,4
1097,8
1098,9
1099,5
1100,5
1101,8
1102,5
1103,7
1104,4
1105,9
1106,3
1107,6
1108,4
1109,8
1110,5
1111,4
1112,5
1113,4
1114,5
1115,5
1116,4
1117,6
1118,4
1119,6
1120,6
1121,6
1122,5
1123,3
1124,6
1125,5
1126,8
1127,6
1128,5
1129,5
1130,6
1131,5
1132,5
1133,5
1134,5
1135,5
1136,3
1137,6
1138,9
1139,3
1140,5
1141,9
1142,3
1143,4
1144,8
1145,5
1146,7
1147,9
1148,9
1149,5
1150,8
1151,8
1152,5
1153,6
1154,6
1155,4
1156,9
1157,2
1158,8
1159,3
1160,5
1161,9
1162,9
1163,9
1164,6
1165,2
1166,8
1167,5
1168,6
1169,6
1170,6
1171,6
1172,9
1173,4
1174,9
1175,5
1176,6
1177,3
1178,6
1179,6
1180,5
1181,6
1182,7
1183,6
1184,4
1185,6
1186,4
1187,5
1188,6
1189,4
1190,4
1191,4
1192,5
1193,5
1194,5
1195,4
1196,5
1197,6
1198,5
1199,5
1200,4
1201,5
1202,5
1203,8
1204,5
1205,4
1206,5
1207,7
1208,6
1209,5
1210,6
1211,4
1212,6
1213,6
1214,5
1215,5
1216,6
1217,7
1218,4
1219,7
1220,5
1221,4
1222,6
1223,2
1224,5
1225,4
1226,5
1227,5
1228,6
1229,3
1230,2
1231,6
1232,5
1233,9
1234,6
1235,9
1236,6
1237,5
1238,5
1239,8
1240,4
1241,5
1242,5
1243,4
1244,8
1245,4
1246,5
1247,8
1248,5
1249,5
1250,7
1251,6
1252,5
1253,4
1254,5
1255,6
1256,6
1257,9
1258,5
1259,4
1260,5
1261,8
1262,8
1263,8
1264,5
1265,5
1266,3
1267,5
1268,3
1269,6
1270,5
1271,9
1272,4
1273,9
1274,6
1275,6
1276,9
1277,5
1278,8
1279,4
1280,5
1281,6
1282,5
1283,6
1284,5
1285,5
1286,4
1287,5
1288,8
1289,6
1290,6
1291,8
1292,8
1293,5
1294,5
1295,6
1296,5
1297,9
1298,6
1299,5
1300,5
1301,5
1302,6
1303,5
1304,4
1305,9
1306,5
1307,8
1308,8
1309,5
1310,6
1311,8
1312,6
1313,4
1314,5
1315,5
1316,5
1317,3
1318,4
1319,5
1320,6
1321,5
1322,6
1323,7
1324,3
1325,3
1326,3
1327,5
1328,5
1329,8
1330,5
1331,10
1332,3
1333,5
1334,6
1335,2
1336,5
1337,6
1338,6
1339,9
1340,8
1341,5
1342,4
1343,5
1344,5
1345,4
1346,5
1347,6
1348,9
1349,4
1350,9
1351,5
1352,4
1353,8
1354,9
1355,5
1356,4
1357,9
1358,3
1359,4
1360,6
1361,6
1362,9
1363,4
1364,5
1365,3
1366,6
1367,9
1368,4
1369,5
1370,4
1371,3
1372,9
1373,4
1374,8
1375,5
1376,8
1377,8
1378,5
1379,5
1380,4
1381,4
1382,9
1383,8
1384,6
1385,8
1386,5
1387,5
1388,6
1389,5
1390,6
1391,4
1392,8
1393,5
1394,5
1395,5
1396,4
1397,5
1398,5
1399,5
1400,9
1401,4
1402,6
1403,2
1404,7
1405,9
1406,5
1407,6
1408,3
1409,8
1410,9
1411,4
1412,7
1413,9
1414,5
1415,5
1416,6
1417,6
1418,5
1419,9
1420,8
1421,6
1422,5
1423,8
1424,5
1425,9
1426,6
1427,6
1428,5
1429,5
1430,6
1431,5
1432,5
1433,6
1434,6
1435,9
1436,5
1437,5
1438,9
1439,4
1440,6
1441,4
1442,6
1443,6
1444,8
1445,6
1446,6
1447,5
1448,6
1449,6
1450,5
1451,7
1452,4
1453,5
1454,9
1455,4
1456,9
1457,5
1458,9
1459,4
1460,6
1461,9
1462,8
1463,3
1464,9
1465,5
1466,8
1467,4
1468,7
1469,6
1470,6
1471,4
1472,4
1473,6
1474,9
1475,5
1476,5
1477,9
1478,5
1479,3
1480,10
1481,6
1482,8
1483,5
1484,5
1485,5
1486,3
1487,7
1488,3
1489,5
1490,6
1491,5
1492,6
1493,5
1494,5
1495,6
1496,8
1497,9
1498,8
1499,6
1500,6
1501,9
1502,6
1503,7
1504,9
1505,5
1506,9
1507,5
1508,6
1509,6
1510,6
1511,8
1512,6
1513,8
1514,5
1515,5
1516,6
1517,3
1518,5
1519,4
1520,4
1521,4
1522,10
1523,5
1524,5
1525,3
1526,5
1527,5
1528,5
1529,9
1530,4
1531,6
1532,4
1533,6
1534,5
1535,6
1536,4
1537,4
1538,5
1539,3
1540,5
1541,5
1542,5
1543,5
1544,8
1545,5
1546,6
1547,4
1548,4
1549,4
1550,5
1551,5
1552,4
1553,9
1554,4
1555,5
1556,6
1557,9
1558,5
1559,3
1560,5
1561,5
1562,4
1563,5
1564,4
1565,6
1566,4
1567,6
1568,5
1569,6
1570,4
1571,3
1572,6
1573,3
1574,5
1575,6
1576,9
1577,9
1578,4
1579,6
1580,4
1581,6
1582,5
1583,6
1584,4
1585,5
1586,8
1587,9
1588,8
1589,6
1590,8
1591,6
1592,8
1593,6
1594,7
1595,5
1596,6
1597,5
1598,6
1599,5
1600,6
1601,8
1602,9
1603,9
1604,8
1605,4
1606,4
1607,5
1608,7
1609,6
1610,5
1611,5
1612,5
1613,2
1614,5
1615,5
1616,9
1617,5
1618,1
1619,6
1620,6
1621,5
1622,7
1623,4
1624,6
1625,3
1626,4
1627,9
1628,5
1629,6
1630,5
1631,4
1632,4
1633,5
1634,6
1635,5
1636,5
1637,4
1638,6
1639,5
1640,5
1641,7
1642,8
1643,6
1644,5
1645,8
1646,6
1647,4
1648,9
1649,10
1650,6
1651,3
1652,4
1653,6
1654,9
1655,8
1656,5
1657,6
1658,4
1659,4
1660,4
1661,6
1662,5
1663,7
1664,6
1665,3
1666,6
1667,5
1668,8
1669,6
1670,9
1671,5
1672,9
1673,6
1674,4
1675,6
1676,5
1677,9
1678,5
1679,5
1680,3
1681,4
1682,9
1683,5
1684,4
1685,9
1686,9
1687,7
1688,6
1689,9
1690,5
1691,9
1692,4
1693,2
1694,8
1695,4
1696,3
1697,9
1698,10
1699,6
1700,9
1701,6
1702,5
1703,5
1704,9
1705,4
1706,4
1707,6
1708,6
1709,5
1710,5
1711,6
1712,6
1713,6
1714,5
1715,5
1716,4
1717,4
1718,6
1719,5
1720,4
1721,3
1722,5
1723,6
1724,6
1725,6
1726,6
1727,5
1728,8
1729,9
1730,5
1731,5
1732,3
1733,6
1734,4
1735,5
1736,6
1737,6
1738,6
1739,9
1740,3
1741,6
1742,6
1743,9
1744,7
1745,5
1746,5
1747,6
1748,3
1749,9
1750,5
1751,2
1752,5
1753,6
1754,4
1755,5
1756,8
1757,6
1758,5
1759,5
1760,5
1761,5
1762,6
1763,4
1764,6
1765,9
1766,6
1767,2
1768,5
1769,5
1770,3
1771,5
1772,5
1773,5
1774,3
1775,6
1776,9
1777,8
1778,4
1779,6
1780,9
1781,5
1782,2
1783,9
1784,3
1785,3
1786,6
1787,6
1788,5
1789,4
1790,9
1791,5
1792,5
1793,8
1794,9
1795,3
1796,6
1797,5
1798,6
1799,8
1800,9
1801,7
1802,5
1803,6
1804,5
1805,6
1806,5
1807,5
1808,3
1809,5
1810,6
1811,9
1812,6
1813,5
1814,4
1815,3
1816,5
1817,6
1818,6
1819,5
1820,5
1821,5
1822,9
1823,4
1824,4
1825,9
1826,5
1827,6
1828,4
1829,9
1830,5
1831,9
1832,6
1833,2
1834,4
1835,4
1836,8
1837,6
1838,4
1839,6
1840,7
1841,3
1842,5
1843,4
1844,5
1845,5
1846,7
1847,6
1848,4
1849,3
1850,5
1851,5
1852,5
1853,3
1854,2
1855,3
1856,4
1857,6
1858,4
1859,4
1860,6
1861,5
1862,5
1863,5
1864,4
1865,4
1866,5
1867,6
1868,5
1869,9
1870,8
1871,4
1872,4
1873,5
1874,8
1875,5
1876,3
1877,6
1878,7
1879,5
1880,9
1881,6
1882,6
1883,6
1884,9
1885,4
1886,5
1887,9
1888,5
1889,3
1890,5
1891,6
1892,6
1893,9
1894,5
1895,5
1896,8
1897,6
1898,5
1899,3
1900,4
1901,6
1902,9
1903,5
1904,6
1905,5
1906,5
1907,4
1908,4
1909,6
1910,3
1911,6
1912,8
1913,5
1914,4
1915,8
1916,9
1917,5
1918,5
1919,4
1920,3
1921,3
1922,5
1923,4
1924,5
1925,2
1926,6
1927,9
1928,5
1929,9
1930,6
1931,9
1932,2
1933,6
1934,5
1935,5
1936,6
1937,6
1938,5
1939,6
1940,5
1941,5
1942,5
1943,7
1944,5
1945,8
1946,6
1947,6
1948,5
1949,9
1950,5
1951,2
1952,7
1953,5
1954,6
1955,5
1956,9
1957,5
1958,5
1959,4
1960,6
1961,8
1962,3
1963,6
1964,5
1965,5
1966,5
1967,6
1968,5
1969,6
1970,6
1971,5
1972,8
1973,5
1974,5
1975,8
1976,6
1977,3
1978,8
1979,5
1980,5
1981,5
1982,9
1983,5
1984,4
1985,9
1986,5
1987,5
1988,5
1989,9
1990,3
1991,6
1992,5
1993,5
1994,4
1995,4
1996,9
1997,6
1998,9
1999,5
2000,5
2001,9
2002,5
2003,5
2004,5
2005,5
2006,4
2007,6
2008,4
2009,3
2010,8
2011,5
2012,6
2013,6
2014,4
2015,5
2016,5
2017,3
2018,9
2019,5
2020,9
2021,5
2022,4
2023,8
2024,6
2025,7
2026,2
2027,6
2028,9
2029,5
2030,4
2031,5
2032,5
2033,9
2034,5
2035,8
2036,5
2037,8
2038,8
2039,5
2040,5
2041,9
2042,6
2043,4
2044,3
2045,8
2046,8
2047,4
2048,5
2049,6
2050,6
2051,8
2052,7
2053,9
2054,6
2055,6
2056,5
2057,3
2058,9
2059,9
2060,9
2061,9
2062,5
2063,9
2064,5
2065,6
2066,5
2067,6
2068,9
2069,4
2070,3
2071,5
2072,9
2073,5
2074,9
2075,5
2076,8
2077,9
2078,8
2079,9
2080,9
2081,8
2082,9
2083,6
2084,6
2085,8
2086,6
2087,5
2088,8
2089,8
2090,6
2091,5
2092,3
2093,5
2094,9
2095,4
2096,5
2097,8
2098,4
2099,5
2100,2
2101,4
2102,4
2103,6
2104,2
2105,4
2106,8
2107,3
2108,5
2109,4
2110,7
2111,6
2112,9
2113,6
2114,5
2115,5
2116,9
2117,9
2118,5
2119,9
2120,8
2121,5
2122,6
2123,4
2124,9
2125,5
2126,8
2127,4
2128,5
2129,8
2130,4
2131,8
2132,8
2133,6
2134,5
2135,8
2136,6
2137,5
2138,3
2139,9
2140,5
2141,5
2142,5
2143,5
2144,4
2145,8
2146,6
2147,5
2148,6
2149,6
2150,5
2151,6
2152,3
2153,8
2154,6
2155,2
2156,5
2157,5
2158,4
2159,9
2160,8
2161,5
2162,6
2163,6
2164,5
2165,5
2166,6
2167,5
2168,5
2169,3
2170,2
2171,7
2172,5
2173,9
2174,6
2175,4
2176,7
2177,5
2178,6
2179,6
2180,9
2181,9
2182,5
2183,6
2184,6
2185,5
2186,8
2187,5
2188,5
2189,6
2190,6
2191,3
2192,6
2193,6
2194,4
2195,5
2196,5
2197,4
2198,5
2199,9
2200,5
2201,5
2202,8
2203,9
2204,9
2205,6
2206,4
2207,6
2208,6
2209,8
2210,6
2211,5
2212,6
2213,2
2214,4
2215,4
2216,9
2217,9
2218,5
2219,6
2220,9
2221,7
2222,9
2223,8
2224,6
2225,5
2226,4
2227,4
2228,6
2229,5
2230,5
2231,5
2232,8
2233,5
2234,4
2235,6
2236,6
2237,5
2238,6
2239,8
2240,6
2241,9
2242,2
2243,4
2244,9
2245,5
2246,6
2247,5
2248,4
2249,4
2250,5
2251,6
2252,6
2253,5
2254,6
2255,9
2256,6
2257,5
2258,6
2259,6
2260,6
2261,9
2262,7
2263,5
2264,5
2265,7
2266,6
2267,8
2268,5
2269,5
2270,6
2271,5
2272,6
2273,9
2274,4
2275,8
2276,6
2277,6
2278,6
2279,6
2280,5
2281,4
2282,6
2283,6
2284,8
2285,5
2286,5
2287,9
2288,4
2289,3
2290,9
2291,5
2292,8
2293,6
2294,5
2295,9
2296,4
2297,8
2298,6
2299,4
2300,5
2301,4
2302,6
2303,6
2304,8
2305,9
2306,6
2307,6
2308,4
2309,8
2310,6
2311,6
2312,9
2313,8
2314,5
2315,6
2316,5
2317,5
2318,5
2319,7
2320,2
2321,5
2322,5
2323,5
2324,5
2325,6
2326,8
2327,2
2328,4
2329,9
2330,5
2331,4
2332,5
2333,5
2334,6
2335,4
2336,5
2337,4
2338,2
2339,5
2340,5
2341,4
2342,3
2343,9
2344,5
2345,5
2346,5
2347,3
2348,9
2349,9
2350,8
2351,6
2352,5
2353,5
2354,8
2355,9
2356,4
2357,7
2358,10
2359,6
2360,6
2361,6
2362,6
2363,5
2364,5
2365,3
2366,6
2367,10
2368,6
2369,5
2370,6
2371,2
2372,9
2373,2
2374,6
2375,3
2376,6
2377,5
2378,4
2379,4
2380,8
2381,5
2382,6
2383,6
2384,9
2385,5
2386,4
2387,5
2388,6
2389,5
2390,4
2391,5
2392,3
2393,6
2394,4
2395,6
2396,4
2397,5
2398,6
2399,9
2400,5
2401,5
2402,6
2403,5
2404,8
2405,4
2406,8
2407,5
2408,5
2409,6
2410,5
2411,2
2412,6
2413,9
2414,9
2415,6
2416,8
2417,5
2418,5
2419,5
2420,4
2421,6
2422,7
2423,5
2424,6
2425,9
2426,4
2427,5
2428,9
2429,8
2430,6
2431,5
2432,5
2433,6
2434,4
2435,5
2436,6
2437,6
2438,4
2439,6
2440,5
2441,7
2442,9
2443,6
2444,5
2445,2
2446,10
2447,6
2448,9
2449,5
2450,3
2451,3
2452,4
2453,6
2454,6
2455,5
2456,6
2457,6
2458,5
2459,8
2460,6
2461,9
2462,5
2463,4
2464,9
2465,5
2466,8
2467,3
2468,6
2469,5
2470,5
2471,6
2472,4
2473,5
2474,9
2475,6
2476,9
2477,5
2478,8
2479,5
2480,6
2481,4
2482,3
2483,5
2484,4
2485,3
2486,8
2487,5
2488,6
2489,5
2490,6
2491,5
2492,5
2493,8
2494,8
2495,5
2496,6
2497,9
2498,6
2499,6
2500,6
2501,7
2502,5
2503,5
2504,5
2505,3
2506,5
2507,4
2508,4
2509,5
2510,5
2511,5
2512,9
2513,8
2514,4
2515,6
2516,6
2517,8
2518,8
2519,6
2520,10
2521,5
2522,6
2523,4
2524,6
2525,8
2526,8
2527,9
2528,5
2529,2
2530,6
2531,4
2532,5
2533,6
2534,6
2535,5
2536,8
2537,6
2538,6
2539,9
2540,9
2541,6
2542,6
2543,5
2544,3
2545,2
2546,9
2547,2
2548,4
2549,5
2550,5
2551,5
2552,6
2553,4
2554,8
2555,9
2556,5
2557,5
2558,9
2559,5
2560,6
2561,8
2562,6
2563,5
2564,4
2565,6
2566,3
2567,9
2568,5
2569,9
2570,6
2571,5
2572,9
2573,8
2574,9
2575,5
2576,9
2577,8
2578,5
2579,4
2580,6
2581,5
2582,6
2583,6
2584,5
2585,5
2586,9
2587,9
2588,2
2589,5
2590,6
2591,2
2592,9
2593,5
2594,4
2595,8
2596,9
2597,9
2598,5
2599,5
2600,6
2601,3
2602,6
2603,6
2604,5
2605,6
2606,6
2607,5
2608,9
2609,6
2610,5
2611,6
2612,4
2613,7
2614,4
2615,5
2616,8
2617,4
2618,9
2619,8
2620,6
2621,6
2622,5
2623,5
2624,6
2625,5
2626,7
2627,5
2628,3
2629,6
2630,9
2631,9
2632,5
2633,5
2634,9
2635,4
2636,6
2637,9
2638,6
2639,9
2640,6
2641,4
2642,4
2643,5
2644,6
2645,9
2646,9
2647,6
2648,6
2649,6
2650,8
2651,8
2652,5
2653,5
2654,6
2655,3
2656,5
2657,6
2658,9
2659,5
2660,9
2661,3
2662,9
2663,5
2664,9
2665,5
2666,9
2667,6
2668,4
2669,6
2670,6
2671,5
2672,6
2673,4
2674,9
2675,8
2676,6
2677,5
2678,5
2679,6
2680,4
2681,5
2682,4
2683,6
2684,6
2685,6
2686,5
2687,6
2688,6
2689,5
2690,9
2691,10
2692,6
2693,8
2694,6
2695,5
2696,7
2697,9
2698,6
2699,2
2700,8
2701,5
2702,5
2703,8
2704,5
2705,5
2706,7
2707,4
2708,5
2709,6
2710,5
2711,6
2712,4
2713,5
2714,5
2715,6
2716,4
2717,8
2718,6
2719,5
2720,9
2721,8
2722,6
2723,5
2724,5
2725,5
2726,5
2727,8
2728,6
2729,9
2730,6
2731,2
2732,4
2733,8
2734,4
2735,4
2736,6
2737,8
2738,8
2739,5
2740,6
2741,6
2742,5
2743,6
2744,6
2745,6
2746,8
2747,3
2748,4
2749,3
2750,8
2751,4
2752,5
2753,4
2754,8
2755,4
2756,4
2757,4
2758,3
2759,8
2760,6
2761,9
2762,5
2763,6
2764,6
2765,5
2766,8
2767,5
2768,5
2769,5
2770,9
2771,3
2772,6
2773,5
2774,8
2775,8
2776,5
2777,5
2778,6
2779,6
2780,9
2781,5
2782,3
2783,8
2784,5
2785,5
2786,9
2787,6
2788,8
2789,6
2790,6
2791,5
2792,5
2793,6
2794,5
2795,9
2796,3
2797,4
2798,2
2799,9
2800,3
2801,5
2802,6
2803,5
2804,5
2805,6
2806,5
2807,9
2808,8
2809,3
2810,4
2811,5
2812,8
2813,6
2814,5
2815,4
2816,5
2817,3
2818,5
2819,3
2820,4
2821,6
2822,7
2823,3
2824,6
2825,6
2826,5
2827,7
2828,5
2829,8
2830,9
2831,9
2832,6
2833,4
2834,3
2835,2
2836,6
2837,6
2838,9
2839,5
2840,5
2841,5
2842,5
2843,4
2844,3
2845,5
2846,6
2847,8
2848,6
2849,8
2850,9
2851,6
2852,5
2853,8
2854,5
2855,5
2856,9
2857,9
2858,6
2859,9
2860,3
2861,5
2862,5
2863,5
2864,9
2865,5
2866,9
2867,4
2868,8
2869,6
2870,8
2871,5
2872,6
2873,2
2874,3
2875,6
2876,6
2877,6
2878,6
2879,8
2880,6
2881,8
2882,4
2883,6
2884,6
2885,5
2886,8
2887,4
2888,4
2889,9
2890,8
2891,9
2892,5
2893,7
2894,5
2895,3
2896,5
2897,4
2898,6
2899,5
2900,5
2901,4
2902,6
2903,6
2904,6
2905,5
2906,4
2907,6
2908,6
2909,5
2910,9
2911,8
2912,3
2913,8
2914,5
2915,6
2916,6
2917,5
2918,8
2919,5
2920,5
2921,6
2922,4
2923,4
2924,4
2925,8
2926,8
2927,8
2928,6
2929,6
2930,6
2931,6
2932,9
2933,9
2934,9
2935,6
2936,5
2937,5
2938,5
2939,7
2940,3
2941,7
2942,6
2943,5
2944,9
2945,4
2946,3
2947,2
2948,5
2949,5
2950,9
2951,9
2952,9
2953,4
2954,8
2955,9
2956,6
2957,4
2958,4
2959,6
2960,3
2961,9
2962,9
2963,6
2964,4
2965,4
2966,5
2967,4
2968,7
2969,6
2970,9
2971,5
2972,3
2973,5
2974,8
2975,6
2976,9
2977,5
2978,4
2979,10
2980,5
2981,9
2982,2
2983,9
2984,4
2985,4
2986,6
2987,7
2988,4
2989,5
2990,5
2991,5
2992,6
2993,5
2994,5
2995,6
2996,6
2997,5
